[Frames]
0	2	Start_H100	0	0	8300	3300
0	2	Start_H200	0	0	8390	3260
0	2	Start_H300	0	0	8470	3220
0	2	Start_H400	0	0	8540	3180
0	2	Start_H500	0	0	8600	3150
1	3	Start_H600	0	0	8400	3120
1	3	Start_H700	0	0	8480	3080
1	3	Start_H800	0	0	8560	3040
1	3	Start_H900	0	0	8640	3000
1	4	Start_K100	1	0	9700	3500
1	4	Start_K110	1	0	9800	3460
1	4	Start_K120	1	0	9900	3420
1	4	Start_K130	1	0	10000	3370
2	4	Start_H1000	0	0	8590	3000
2	4	Start_H1100	0	0	8670	2960
2	4	Start_H1200	0	0	8750	2920
2	5	Start_K140	1	0	9890	3330
2	5	Start_K150	1	0	9940	3300
2	5	Start_K160	1	0	10030	3280
2	5	Start_K170	1	0	10100	3260
3	5	Start_H1300	0	0	8600	2900
3	5	Start_H1400	0	0	8660	2880
3	5	Start_H1500	0	0	8730	2850
3	5	Start_H1600	0	0	8800	2820
3	6	Start_K180	1	0	9900	3230
3	6	Start_K190	1	0	10000	3200
3	6	Start_A100	2	0	15000	2700
3	6	Start_A102	2	0	15250	2650
3	6	Start_A104	2	0	15500	2600
4	6	Start_H1700	0	0	8750	2790
4	6	Start_H1800	0	0	8830	2750
4	6	Start_H1900	0	0	9000	2700
4	7	Start_K200	1	0	9900	3200
4	7	Start_K210	1	0	9990	3160
4	7	Start_K220	1	0	10070	3120
4	7	Start_K230	1	0	10150	3080
4	7	Start_A106	2	0	14990	2650
4	7	Start_A108	2	0	15200	2500
4	7	Start_B200	3	0	19300	2800
4	7	Start_B210	3	0	19500	2760
4	7	Start_B220	3	0	19700	2730
4	7	Start_B230	3	0	20000	2700
5	7	Start_H2000	0	0	8300	2700
5	7	Start_H2100	0	0	8400	2680
5	7	Start_H2200	0	0	8500	2650
5	7	Start_H2300	0	0	8600	2630
5	8	Start_H2000S	0	1	16500	3200
5	8	Start_H2200S	0	1	16900	3150
5	8	Start_K240	1	0	9870	3030
5	8	Start_K250	1	0	9940	3000
5	8	Start_K260	1	0	10000	2970
5	8	Start_K250S	1	1	19500	3500
5	8	Start_A110	2	0	14500	2500
5	8	Start_A113	2	0	15000	2430
5	8	Start_A115	2	0	15300	2380
5	8	Start_A118	2	0	15600	2300
5	8	Start_A110S	2	1	29000	3000
5	8	Start_A118S	2	1	31000	2800
5	8	Start_B250	3	0	19600	2670
5	8	Start_B260	3	0	19800	2630
5	8	Start_B270	3	0	20000	2570
5	8	Start_B280	3	0	20220	2530
5	8	Start_B290	3	0	20500	2500
5	8	Start_B250S	3	1	39000	3170
5	8	Start_B290S	3	1	41000	3000
6	8	Start_H2400	0	0	8400	2630
6	8	Start_H2500	0	0	8500	2610
6	8	Start_H2600	0	0	8600	2590
6	9	Start_H2500S	0	1	16800	3110
6	9	Start_K270	1	0	9800	2930
6	9	Start_K270S	1	1	19300	3430
6	9	Start_A120	2	0	14000	2300
6	9	Start_A123	2	0	14400	2230
6	9	Start_A125	2	0	14700	2180
6	9	Start_A128	2	0	15000	2100
6	9	Start_A120S	2	1	26700	2800
6	9	Start_A128S	2	1	30000	2600
6	9	Magic_S600	2	1	32000	2700
6	9	Magic_S620	2	1	33500	2640
6	9	Magic_S640	2	1	35000	2590
6	9	Start_B300	3	0	19000	2500
6	9	Start_B330	3	0	19600	2400
6	9	Start_B360	3	0	20300	2300
6	9	Start_B390	3	0	21000	2200
6	9	Start_B300S	3	1	38000	3000
6	9	Start_B330S	3	1	39500	2900
6	9	Start_B360S	3	1	40500	2800
6	9	Start_B390S	3	1	42000	2700
6	9	Start_T01	4	0	45000	2100
6	9	Start_T03	4	0	47000	2050
6	9	Start_T05	4	0	48990	1990
6	9	Start_T01S	4	1	100000	2600
6	9	Start_T05S	4	1	112000	2490
7	9	Start_H2700	0	0	8170	2570
7	9	Start_H2800	0	0	8290	2530
7	9	Start_H2900	0	0	8400	2500
7	10	Start_H2900S	0	1	16500	3000
7	10	Start_K280	1	0	9600	2860
7	10	Start_K290	1	0	9700	2800
7	10	Start_K290S	1	1	19000	3300
7	10	Start_A130	2	0	13500	2100
7	10	Start_A135	2	0	14000	2050
7	10	Start_A139	2	0	14400	1990
7	10	Fixer_N10	2	0	13000	2200
7	10	Fixer_N12	2	0	13500	2150
7	10	Fixer_N14	2	0	14000	2090
7	10	Fixer_N10D	2	0	11000	2400
7	10	Fixer_N12D	2	0	11700	2300
7	10	Fixer_N14D	2	0	12300	2220
7	10	Monbird_ST500	2	0	15000	2200
7	10	Monbird_ST530	2	0	16000	2133
7	10	Monbird_ST560	2	0	17000	2066
7	10	Monbird_ST590	2	0	18000	2000
7	10	Start_A130S	2	1	26300	2600
7	10	Fixer_N10M	2	1	25500	2700
7	10	Fixer_N10MD	2	1	22000	2900
7	10	Monbird_ST500B	2	1	30000	2700
7	10	Monbird_ST590B	2	1	36000	2500
7	10	Magic_S660	2	1	34000	2550
7	10	Magic_S680	2	1	35000	2500
7	10	Start_B400	3	0	19990	2200
7	10	Start_B420	3	0	20990	2120
7	10	Start_B440	3	0	22300	2060
7	10	Start_B400S	3	1	39000	2700
7	10	Start_T07	4	0	43800	1950
7	10	Start_T09	4	0	46000	1900
7	10	Start_T09S	4	1	94000	2400
8	10	Start_H3000	0	0	7900	2500
8	10	Start_H3200	0	0	8100	2450
8	10	Start_H3400	0	0	8300	2400
8	10	Start_H3000S	0	1	15000	3000
8	10	Start_H3400S	0	1	16100	2900
8	10	Start_K300	1	0	9500	2800
8	10	Start_K320	1	0	9749	2733
8	10	Start_K340	1	0	9900	2650
8	10	Start_K300S	1	1	18500	3300
8	10	Start_K340S	1	1	19200	3150
8	10	Start_A140	2	0	13400	1950
8	10	Start_A145	2	0	14000	1900
8	10	Start_A145S	2	1	27000	2400
8	10	Fixer_N16	2	0	13000	2050
8	10	Fixer_N18	2	0	13500	2000
8	10	Fixer_N16D	2	0	10900	2250
8	10	Fixer_N18D	2	0	11700	2200
8	10	Monbird_ST600	2	0	16300	2000
8	10	Monbird_ST630	2	0	17600	1933
8	10	Monbird_ST660	2	0	18800	1866
8	10	Monbird_ST690	2	0	20000	1800
8	10	Fixer_N18M	2	1	26300	2500
8	10	Fixer_N18MD	2	1	22900	2700
8	10	Monbird_ST600B	2	1	32500	2500
8	10	Monbird_ST690B	2	1	39000	2300
8	10	Magic_S700	2	1	33000	2500
8	10	Magic_S720	2	1	34300	2450
8	10	Magic_S740	2	1	35800	2390
8	10	Start_B460	3	0	19200	1980
8	10	Start_B480	3	0	20000	1900
8	10	Start_B480S	3	1	39800	2400
8	10	Magic_S800	3	1	46000	2800
8	10	Magic_S820	3	1	48000	2680
8	10	Magic_S840	3	1	50000	2550
8	10	Start_T10	4	0	42000	1900
8	10	Start_T12	4	0	43400	1880
8	10	Start_T14	4	0	45000	1860
8	10	Start_T10S	4	1	85000	2400
8	10	Start_S1	3	1	41000	2700
8	10	Start_S3	3	1	42500	2650
8	10	Start_S5	3	1	44000	2590
8	10	Magic_S900	4	1	115000	2400
8	10	Magic_S920	4	1	120000	2380
8	10	Magic_S940	4	1	125000	2360
8	10	Monbird_ST800	4	0	59000	1800
8	10	Monbird_ST820	4	0	63000	1750
8	10	Monbird_ST840	4	0	67000	1690
8	10	Monbird_ST800B	4	1	120000	2300
9	10	Start_H3600	0	0	8100	2350
9	10	Start_H3800	0	0	8000	2300
9	10	Start_H3800S	0	1	15000	2800
9	10	Start_K360	1	0	9000	2580
9	10	Start_K380	1	0	9500	2500
9	10	Start_K380S	1	1	18000	3000
9	10	Start_A150	2	0	13700	1900
9	10	Start_A154	2	0	15300	1800
9	10	Start_A158	2	0	16000	1700
9	10	Start_A150S	2	1	27000	2400
9	10	Start_A154S	2	1	28700	2300
9	10	Start_A158S	2	1	30000	2200
9	10	Start_B500	3	0	18000	1900
9	10	Start_B540	3	0	20000	1800
9	10	Start_B580	3	0	22000	1700
9	10	Start_B500S	3	1	35000	2400
9	10	Start_B540S	3	1	38000	2300
9	10	Start_B580S	3	1	41000	2200
9	10	Start_T16	4	0	43000	1830
9	10	Start_T18	4	0	45000	1800
9	10	Start_T18S	4	1	92000	2300
9	10	Start_S7	3	1	42500	2550
9	10	Start_S9	3	1	45000	2500
9	10	Magic_S760	2	1	43300	2350
9	10	Magic_S780	2	1	45000	2300
9	10	Magic_S860	3	1	50000	2420
9	10	Magic_S880	3	1	55000	2300
9	10	Magic_S960	4	1	110000	2330
9	10	Magic_S980	4	1	118000	2300
9	10	Fixer_N20	2	0	12800	2000
9	10	Fixer_N24	2	0	14000	1900
9	10	Fixer_N28	2	0	15000	1800
9	10	Fixer_N20D	2	0	10000	2200
